Record Id,Data Source,Allocated  NN,Pcode,Xcord,Ycord,Last  Modified,Generic Geography/Street name?
2385,Schools 15 Nov,Craigleith,eh4 2nr,322718,674732,15/11/2013,
2386,Schools 15 Nov,Drylaw,eh4 2qd,322582,675605,15/11/2013,
2387,Schools 15 Nov,Drylaw,eh4 2sf,322107,675009,15/11/2013,
2388,Schools 15 Nov,Pilton,eh4 4bt,322504,675874,15/11/2013,
2389,Schools 15 Nov,Royston Mains,EH5 1JZ,322937,676735,15/11/2013,
2390,Schools 15 Nov,Easter Drylaw,EH4 2QN,322482,675455,15/11/2013,
2392,Schools 15 Nov,East Pilton,eh5 2hq,323295,676450,15/11/2013,
2393,Schools 15 Nov,East Pilton,EH5 2HH,323339,676432,15/11/2013,
2394,Schools 15 Nov,Granton,EH5 1DP,323581,676767,15/11/2013,
2395,Schools 15 Nov,Leith,Eh6 6sU,327098,676336,15/11/2013,
2396,Schools 15 Nov,Drylaw,EH4 2TX,322323,675610,15/11/2013,
2397,Schools 15 Nov,Craigleith,EH4 2JB,323089,674736,15/11/2013,
2398,Schools 15 Nov,Craigentinny,eh7 6rf,329225,675231,15/11/2013,
2399,Schools 15 Nov,Gracemount,EH17 8HQ,327780,668080,15/11/2013,
2400,Schools 15 Nov,Edinburgh,EH17 7HJ,329218,669536,15/11/2013,generic
2401,Schools 15 Nov,Burdiehouse,EH17 8AZ,327623,667525,15/11/2013,
2402,Schools 15 Nov,Niddrie,EH16 4TU,330101,671404,15/11/2013,
2403,Schools 15 Nov,Gracemount,EH16 6TZ,328027,668719,15/11/2013,
2404,Schools 15 Nov,Edinburgh,Eh17 8UP,328192,667735,15/11/2013,generic
2405,Schools 15 Nov,Gracemount,EH16 6PH,327432,668190,15/11/2013,
2406,Schools 15 Nov,NN not supplied,Eh16 6xp,328137,668741,15/11/2013,
2407,Schools 15 Nov,Liberton,eh16 6ge,328219,668898,15/11/2013,
2408,Schools 15 Nov,Gilmerton,EH17 8PD,328739,667977,15/11/2013,
2409,Schools 15 Nov,Carnbee,EH16 6GJ,328320,668996,15/11/2013,
2410,Schools 15 Nov,Gilmerton,EH17 8UU,328753,668341,15/11/2013,
2411,Schools 15 Nov,Gracemount,EH16 6TZ,328027,668719,15/11/2013,
2412,Schools 15 Nov,Gracemount,EH16 6GA,328098,668958,15/11/2013,
2413,Schools 15 Nov,Gracemount,EH16 6SR,327772,669023,15/11/2013,
2414,Schools 15 Nov,Gracemount,eh16 6qg,327534,668483,15/11/2013,
2415,Schools 15 Nov,Southhouse/Burdiehouse,EH17 8FP,327957,668115,15/11/2013,
2416,Schools 15 Nov,Gilmerton,EH17 8UA,328761,668185,15/11/2013,
2417,Schools 15 Nov,Gracemount,EH16 6QH,327573,668425,15/11/2013,
2418,Schools 15 Nov,Gilmerton,EH17 8LN,328646,668600,15/11/2013,
2419,Schools 15 Nov,Southhouse/Burdiehouse,EH17 8FP,327957,668115,15/11/2013,
2420,Schools 15 Nov,Liberton,EH16 6NA,327513,669321,15/11/2013,
2422,Schools 15 Nov,Gilmerton,eh17 7ej,329190,669139,15/11/2013,
2423,Schools 15 Nov,Howden Hall,Eh16 6ux,326719,668481,15/11/2013,
2425,Schools 15 Nov,Gracemount,EH16 6QE,327520,668611,15/11/2013,
2426,Schools 15 Nov,Hyvot Grove,EH17 8NR,328683,668834,15/11/2013,
2427,Schools 15 Nov,Gilmerton,EH16 6GA,328098,668958,15/11/2013,
2428,Schools 15 Nov,Moredun,EH17 7LZ,329157,669015,15/11/2013,
2429,Schools 15 Nov,Liberton,EH16 6NA,327513,669321,15/11/2013,
2430,Schools 15 Nov,Gilmerton,EH17 8UU,328753,668341,15/11/2013,
2432,Schools 15 Nov,Burdiehouse,EH17 8AW,327605,667830,15/11/2013,
2433,Schools 15 Nov,Gracemount,EH16 6GJ,328320,668996,15/11/2013,
2434,Schools 15 Nov,Gracemount,EH16 6QA,327551,668715,15/11/2013,
2435,Schools 15 Nov,Gilmerton,EH17 8LU,328551,668314,15/11/2013,
2436,Schools 15 Nov,Gilmerton,EH17 8UU,328753,668341,15/11/2013,
2437,Schools 15 Nov,Muirhouse Bank,eh4 4qt,321522,675575,15/11/2013,
2438,Schools 15 Nov,Royston/Granton,EH5 1LH,322872,676612,15/11/2013,
2439,Schools 15 Nov,Broomhouse,EH11 3ST,320207,671502,15/11/2013,
2440,Schools 15 Nov,Midlothian,EH4 2HH,323575,674378,15/11/2013,
2443,Schools 15 Nov,Stockbridge,eh3 5ab,324908,674628,15/11/2013,
2446,Schools 15 Nov,Granton Crescent,eh5 1eh,323464,676903,15/11/2013,
2448,Schools 15 Nov,Learmonth Gardens,EH4 1HA,323862,674423,15/11/2013,
2449,Schools 15 Nov,Orchard Brae,eh4 2ds,323205,674410,15/11/2013,
2451,Schools 15 Nov,Corstorphine,EH12 7JH,320318,672281,15/11/2013,
2452,Schools 15 Nov,Craigleith,EH4 2JD,322935,674648,15/11/2013,
2453,Schools 15 Nov,Craigleith,EH4 3HG,322803,674167,15/11/2013,
2454,Schools 15 Nov,Craigleith,eh4 2jp,322791,674954,15/11/2013,
2455,Schools 15 Nov,South Queensferry,eh30 9rq,312706,678366,15/11/2013,
2456,Schools 15 Nov,Portobello,EH15 2HR,331366,673331,15/11/2013,
2458,Schools 15 Nov,Drylaw,eh4 2rd,322227,675251,15/11/2013,
2459,Schools 15 Nov,Learmonth Crecent,EH4 1DE,323699,674546,15/11/2013,
2461,Schools 15 Nov,South Queensferry,EH30 9XP,311892,678516,15/11/2013,
2462,Schools 15 Nov,Liberton,EH16 6WA,328031,669398,15/11/2013,
2463,Schools 15 Nov,Ravelston Place,EH4 3DT,323531,673945,15/11/2013,street name?
2464,Schools 15 Nov,Gracemount,EH16 6TZ,328027,668719,15/11/2013,
2466,Schools 15 Nov,NN not supplied,eh4 4gu,321372,675716,15/11/2013,
2467,Schools 15 Nov,Edinburgh,eh4 4gu,321372,675716,15/11/2013,generic
2469,Schools 15 Nov,Abbeyhill,EH7 5AX,327047,674520,15/11/2013,
2470,Schools 15 Nov,Leith,EH7 6BT,327596,675009,15/11/2013,
2471,Schools 15 Nov,NN not supplied,EH4 4US,322027,676405,15/11/2013,
2472,Schools 15 Nov,West Pilton,eh4 4ja,322451,676313,15/11/2013,
2473,Schools 15 Nov,NN not supplied,eh4 4gl,321191,675836,15/11/2013,
2474,Schools 15 Nov,Leith,EH6 8EU,327696,675473,15/11/2013,
2475,Schools 15 Nov,Abbeyhill,EH7 5AS,327016,674533,15/11/2013,
2476,Schools 15 Nov,Joppa/Portobello,EH15 2QE,330980,673511,15/11/2013,
2477,Schools 15 Nov,Longstone,EH14 2AL,320858,671116,15/11/2013,
2478,Schools 15 Nov,Leith/Hermitage Park,EH6 8EZ,327659,675348,15/11/2013,
2479,Schools 15 Nov,Leith/Restalrig,EH6 7QH,328362,675571,15/11/2013,
2480,Schools 15 Nov,Leith,EH6 8DG,327620,675491,15/11/2013,
2481,Schools 15 Nov,Liberton,EH16 6EW,327659,668882,15/11/2013,
2484,Schools 15 Nov,Granton,EH5 1HQ,323531,676989,15/11/2013,
2485,Schools 15 Nov,East Pilton,EH5 2GF,323585,676138,15/11/2013,
2486,Schools 15 Nov,Muirhouse,EH4 4PY,321747,675855,15/11/2013,
2487,Schools 15 Nov,East Craigs,EH12 8LF,318186,673041,15/11/2013,
2488,Schools 15 Nov,Pilton Avenue,EH5 2HW,323402,676217,15/11/2013,
2489,Schools 15 Nov,Orchard Brae,EH4 2HW,323684,674339,15/11/2013,
2490,Schools 15 Nov,Clovenstone,EH14 3BH,320417,669371,15/11/2013,
2491,Schools 15 Nov,Colinton,EH13 9QJ,322812,668765,15/11/2013,
2492,Schools 15 Nov,Currie,EH14 5RX,317721,667602,15/11/2013,
2493,Schools 15 Nov,Wester Hailes,EH14 2SJ,319394,669859,15/11/2013,
2494,Schools 15 Nov,The Calders,EH11 4NA,319087,670122,15/11/2013,
2495,Schools 15 Nov,Currie,EH14 6AE,318897,667765,15/11/2013,
2496,Schools 15 Nov,Baberton,EH14 3EB,319644,669099,15/11/2013,
2497,Schools 15 Nov,Baberton,EH14 3DE,319785,669259,15/11/2013,
2498,Schools 15 Nov,Baberton,EH14 3EN,319923,669130,15/11/2013,
2499,Schools 15 Nov,Currie,EH14 5TJ,317158,667743,15/11/2013,
2500,Schools 15 Nov,Currie,EH14 5RX,317721,667602,15/11/2013,
2501,Schools 15 Nov,Currie,EH14 5RE,317514,667666,15/11/2013,
2503,Schools 15 Nov,Kingsknowe,EH14 2JW,321078,670054,15/11/2013,
2504,Schools 15 Nov,Balerno,EH14 7DX,315855,666310,15/11/2013,
2505,Schools 15 Nov,Baberton,EH14 3BU,319638,669463,15/11/2013,
2506,Schools 15 Nov,Currie,EH14 5QR,317796,668127,15/11/2013,
2507,Schools 15 Nov,Baberton,EH14 3BS,319901,669299,15/11/2013,
2508,Schools 15 Nov,South Queensferry,EH30 9RG,312707,678327,15/11/2013,
2509,Schools 15 Nov,Ardmillan,EH11 2JY,323609,672440,15/11/2013,
2510,Schools 15 Nov,South Queensferry,EH29 9HA,312111,674736,15/11/2013,
2511,Schools 15 Nov,South Queensferry,Eh30 9XX,312312,678005,15/11/2013,
2512,Schools 15 Nov,South Queensferry,EH30 9UY,311689,678058,15/11/2013,
2513,Schools 15 Nov,South Queensferry,EH30 9RU,312277,678230,15/11/2013,
2514,Schools 15 Nov,Edinburgh,EH29 9AT,312387,674380,15/11/2013,generic
2515,Schools 15 Nov,South Queensferry,EH30 9JN,313547,677891,15/11/2013,
2516,Schools 15 Nov,The Grange,eh9 2lz,326188,671338,15/11/2013,
2517,Schools 15 Nov,The Grange/Blackford,EH9 2PY,326190,671230,15/11/2013,
2518,Schools 15 Nov,Blackford,EH9 2PT,326387,671401,15/11/2013,
2519,Schools 15 Nov,Marchmont,EH9 1AS,325129,672040,15/11/2013,
2520,Schools 15 Nov,Marchmont/Tollcross,eh9 1ea,325052,672360,15/11/2013,
2521,Schools 15 Nov,Morningside,Eh10 5pd,324278,670467,15/11/2013,
2523,Schools 15 Nov,Marchmont,EH9 1DQ,325258,672241,15/11/2013,
2524,Schools 15 Nov,Newington,EH16 5NX,326974,671031,15/11/2013,
2525,Schools 15 Nov,East Edinburgh,EH10 5GJ,323228,669742,15/11/2013,generic
2526,Schools 15 Nov,The Grange,eh9 1tx,325853,672075,15/11/2013,
2527,Schools 15 Nov,Easter Road,EH75RN,327013,674679,15/11/2013,
2528,Schools 15 Nov,Gorgie/Dalry,eh11 2jx,323633,672426,15/11/2013,
2529,Schools 15 Nov,Blackford,EH9 3EG,326470,671161,15/11/2013,
2530,Schools 15 Nov,Morningside,EH10 4SW,324989,671007,15/11/2013,
2531,Schools 15 Nov,Bruntsfield,EH3 9PF,324454,672599,15/11/2013,
2533,General 4,Merchiston,EH10 5DL,324065,671773,19/11/2013,
2534,General 4,City centre,EH1 1SR,326105,673703,19/11/2013,
2535,General 4,Goldenacre,EH3 5QU,324726,675956,19/11/2013,
2536,General 4,Blackford,EH9 3EP,325993,670964,19/11/2013,
2537,Older1,Newington/Blackford/Grange,EH9 3EH,326424,671226,27/11/2013,
2538,Older1,Morningside,EH10 4AQ,324727,671335,27/11/2013,
2539,Older1,Bruntsfield,EH10 4DY,324571,671993,27/11/2013,
2542,Older1,Cramond/Barnton,EH4 6BD,318164,675169,27/11/2013,
2543,Older1,Tollcross/Bruntsfield,EH3 9LL,324964,672651,27/11/2013,
2544,Older1,Morningside,EH10 5HU,324386,670992,27/11/2013,
2545,Older1,Calton,EH7 5YJ,326602,674888,27/11/2013,
2546,Older1,Southside/Prestonfield/Liberton,EH16 5PU,327148,671011,27/11/2013,
2547,Older1,New Town,EH3 6SH,324999,674521,27/11/2013,
2548,Older1,NN not supplied,EH13 9QU,323283,669531,27/11/2013,
2549,Older1,Leith Links,EH6 7PA,327961,675474,27/11/2013,
2550,Older1,The Grange/Newington,EH9 2NN,326461,671736,27/11/2013,
2551,Older1,Duddingston,EH15 1PP,329990,673092,27/11/2013,
2552,Older1,Leith,EH6 5RN,326553,676222,27/11/2013,
2553,Older1,Leith,EH6 5RY,326447,676273,27/11/2013,
2554,Older1,Pilrig,EH6 5AP,326524,675423,27/11/2013,
2555,Making it Clear for OP,East Edinburgh,EH7 6PX,329067,674519,29/11/2013,generic
2556,Making it Clear for OP,South Edinburgh,EH9 3BU,326551,671072,29/11/2013,generic
2558,Making it Clear for OP,Leith,EH6 4AH,326292,676416,29/11/2013,
2560,Making it Clear for OP,Leith,EH7 6BP,327878,674698,29/11/2013,
2561,Making it Clear for OP,Dalmeny,EH30 9TX,314232,677268,29/11/2013,
2562,Making it Clear for OP,Restalrig,EH7 6HH,328234,675361,29/11/2013,
2563,Making it Clear for OP,South Edinburgh,EH16 6YS,327594,670247,29/11/2013,generic
2564,Making it Clear for OP,South East Edinburgh,EH8 7NN,328837,673214,29/11/2013,generic
2565,Making it Clear for OP,Balgreen,EH12 5RU,322044,672663,29/11/2013,
2566,Making it Clear for OP,Trinity,EH5 3ST,324607,676206,29/11/2013,
2568,Making it Clear for OP,South Edinburgh,EH12 7EF,320487,672172,29/11/2013,generic
2569,Making it Clear for OP,Trinity,EH5 3AH,325121,676176,29/11/2013,
2571,Making it Clear for OP,Leith,EH6 4DZ,326130,676256,29/11/2013,
2572,Making it Clear for OP,Portobello,EH7 6LS,328761,674643,29/11/2013,
2573,Making it Clear for OP,East Edinburgh,EH7 6PP,328945,674302,29/11/2013,generic
2574,Making it Clear for OP,South Edinburgh,EH14 1QP,322450,671508,29/11/2013,generic
2575,Making it Clear for OP,South Edinburgh,EH16 5DJ,327541,671966,29/11/2013,generic
2576,Making it Clear for OP,Northfield,EH8 7QG,329024,673464,29/11/2013,
2577,Making it Clear for OP,Duddingston,EH15 1SU,329222,673140,29/11/2013,
2578,Making it Clear for OP,East Edinburgh,EH7 6BE,328085,674628,29/11/2013,generic
2579,Making it Clear for OP,East Edinburgh,EH7 6GY,328427,675416,29/11/2013,generic
2581,Making it Clear for OP,Marionville,EH7 6BG,328069,674665,29/11/2013,
2582,Making it Clear for OP,South Edinburgh,EH16 6LB,327201,669724,29/11/2013,generic
2583,Making it Clear for OP,South Edinburgh,EH16 5TQ,327951,670386,29/11/2013,generic
2584,Making it Clear for OP,Lochend,EH7 6DF,327912,674783,29/11/2013,
2585,Making it Clear for OP,Craigentinny,EH7 6JG,328388,674582,29/11/2013,
2586,Making it Clear for OP,Piershill,EH8 7BB,328491,674186,29/11/2013,
2587,Making it Clear for OP,Leith,EH7 6BR,327763,674819,29/11/2013,
2588,Making it Clear for OP,Craigentinny,EH7 6JQ,328508,674635,29/11/2013,
2589,Making it Clear for OP,South Edinburgh,EH9 2NW,326419,671752,29/11/2013,generic
2590,Making it Clear for OP,Old Town,EH1 1TG,326098,673661,29/11/2013,
2591,Making it Clear for OP,South Edinburgh,EH8 9RF,326583,672802,29/11/2013,generic
2592,Making it Clear for OP,Liberton,EH16 6AW,327874,669104,29/11/2013,
2593,Making it Clear for OP,South Edinburgh,EH16 5LF,327603,671472,29/11/2013,generic
2594,Making it Clear for OP,Prestonfield,EH16 5LN,327841,671555,29/11/2013,
2595,Making it Clear for OP,Longstone/Gorgie,EH14 2BA,321281,670961,29/11/2013,
2596,Making it Clear for OP,Morningside,EH10 5FT,324257,671006,29/11/2013,
2597,Making it Clear for OP,Corstorphine,EH12 7RG,319233,672169,29/11/2013,
2598,Making it Clear for OP,Portobello,EH15 3LR,330288,672544,29/11/2013,
2599,Making it Clear for OP,South Edinburgh,EH16 5DN,327409,671891,29/11/2013,generic
2600,Making it Clear for OP,Portobello,EH15 1JT,330365,672948,29/11/2013,
2601,Making it Clear for OP,South Edinburgh,EH17 7JY,328837,669605,29/11/2013,generic
2602,Making it Clear for OP,South Edinburgh,EH17 8RL,329527,668455,29/11/2013,generic
2603,Making it Clear for OP,South Edinburgh,EH17 8PF,329411,668484,29/11/2013,generic
2604,Making it Clear for OP,The Grange,EH9 2HG,325657,671326,29/11/2013,
2605,Making it Clear for OP,The Jewel,EH15 3AW,330893,673034,29/11/2013,
2606,Making it Clear for OP,The Jewel,EH15 3RU,330516,672246,29/11/2013,
2607,Making it Clear for OP,Niddrie,EH16 4RA,329860,671706,29/11/2013,
2608,Making it Clear for OP,South Queensferry,EH30 9NA,312640,677850,29/11/2013,
2610,Making it Clear for OP,South Portobello,EH7 6TF,329889,674379,29/11/2013,
2611,Making it Clear for OP,Lady Nairne,EH8 7PE,328933,673075,29/11/2013,
2612,Making it Clear for OP,Newhaven,EH5 3RX,324793,676969,29/11/2013,
2613,Making it Clear for OP,Lady Nairne,EH8 7NN,328837,673214,29/11/2013,
2614,Making it Clear for OP,Drylaw,EH4 2ST,321888,675079,29/11/2013,
2615,Making it Clear for OP,Easter Road,EH6 8RR,326947,675160,29/11/2013,
2616,Making it Clear for OP,Leith,EH6 8QE,326996,675418,29/11/2013,
2617,Making it Clear for OP,Leith,EH6 8TB,327128,675642,29/11/2013,
2618,Making it Clear for OP,Restalrig,EH6 8EL,327684,675576,29/11/2013,
2619,Making it Clear for OP,Leith,EH6 8SJ,326605,675069,29/11/2013,
2620,Making it Clear for OP,Leith,EH6 8RH,326870,675101,29/11/2013,
2621,Making it Clear for OP,Leith,EH7 5LJ,326670,675038,29/11/2013,
2622,Making it Clear for OP,Leith,EH6 8JL,327226,675592,29/11/2013,
2623,Making it Clear for OP,New Town,EH7 4HU,325670,675021,29/11/2013,
2624,Making it Clear for OP,Trinity,EH5 3AE,324812,676427,29/11/2013,
2625,Making it Clear for OP,Leith,EH6 4PL,326038,676509,29/11/2013,
2626,Making it Clear for OP,Trinity,EH6 4QR,325602,676315,29/11/2013,
2627,Making it Clear for OP,NN not supplied,EH6 4AH,326292,676416,29/11/2013,
2628,Making it Clear for OP,Trinity,EH5 3DZ,325321,676697,29/11/2013,
2629,Making it Clear for OP,Leith,EH7 5NH,326782,674710,29/11/2013,
2630,Making it Clear for OP,Easter Road,EH7 5RS,327157,674668,29/11/2013,
2631,Making it Clear for OP,Old Town,EH8 8AW,326585,673539,29/11/2013,
2632,Making it Clear for OP,East Edinburgh,EH8 7AJ,327936,674121,29/11/2013,generic
2633,Making it Clear for OP,Easter Road,EH7 5PQ,326861,674746,29/11/2013,
2634,Making it Clear for OP,Abbeyhill/London Road,EH7 5TW,327522,674271,29/11/2013,
2635,Making it Clear for OP,Abbeyhill,EH8 8EG,326904,674133,29/11/2013,
2636,Making it Clear for OP,The Grange,EH9 2NW,326419,671752,29/11/2013,
2637,Making it Clear for OP,North Edinburgh,EH5 1LW,322802,676548,29/11/2013,generic
2638,Making it Clear for OP,South Edinburgh,EH16 6DD,327527,669776,29/11/2013,generic
2640,Making it Clear for OP,Granton,EH5 1BF,321879,676638,29/11/2013,
2641,Making it Clear for OP,NN not supplied,EH5 2HU,323662,676488,29/11/2013,
2643,Making it Clear for OP,North Edinburgh,EH4 4PD,321492,676205,29/11/2013,generic
2644,Making it Clear for OP,North Edinburgh,EH4 4GA,322477,676562,29/11/2013,generic
2646,Making it Clear for OP,Pilton,EH5 1LG,322893,676507,29/11/2013,
2647,Making it Clear for OP,NN not supplied,EH5 1BT,321912,676666,29/11/2013,
2648,Making it Clear for OP,Leith,EH6 4EH,326236,676770,29/11/2013,
2649,Making it Clear for OP,North Edinburgh,EH5 1GG,323752,677430,29/11/2013,generic
2650,Making it Clear for OP,North Edinburgh,EH4 4PD,321492,676205,29/11/2013,generic
2651,Making it Clear for OP,Pilton,EH4 2SU,321846,675182,29/11/2013,
2652,Making it Clear for OP,Pilton,EH5 1RJ,323209,676746,29/11/2013,
2653,Making it Clear for OP,Pilton,EH5 1RJ,323209,676746,29/11/2013,
2654,Making it Clear for OP,Leith,EH5 1RJ,323209,676746,29/11/2013,
2655,Making it Clear for OP,NN not supplied,EH4 2RE,322400,675446,29/11/2013,
2656,Making it Clear for OP,NN not supplied,EH4 2RE,322400,675446,29/11/2013,
2657,Making it Clear for OP,NN not supplied,EH4 2RE,322400,675446,29/11/2013,
2658,Making it Clear for OP,Pennywell,EH4 4AP,322176,675760,29/11/2013,
2659,Making it Clear for OP,South Queensferry,EH30 9QN,313424,677632,29/11/2013,
2660,Making it Clear for OP,South Queensferry,EH30 9PY,313025,677858,29/11/2013,
2661,Making it Clear for OP,South Queensferry,EH30 9QN,313424,677632,29/11/2013,
2662,Making it Clear for OP,South Queensferry,EH30 9RY,312003,678396,29/11/2013,
2663,Making it Clear for OP,South Queensferry,EH30 9PJ,313554,677386,29/11/2013,
2664,Making it Clear for OP,Kirkliston,EH29 9DQ,312221,674408,29/11/2013,
2665,Making it Clear for OP,South Queensferry,EH30 9QA,313274,677819,29/11/2013,
2666,Making it Clear for OP,Kirkliston,EH29 9AS,312354,674485,29/11/2013,
2667,Making it Clear for OP,West Rural Edinburgh,EH29 9BY,312208,674594,29/11/2013,
2668,Making it Clear for OP,West Rural Edinburgh,EH29 9DA,312176,674541,29/11/2013,
2669,Making it Clear for OP,West Edinburgh,EH29 9AS,312354,674485,29/11/2013,generic
2670,Making it Clear for OP,Newbridge,EH28 8SU,311939,672588,29/11/2013,
2671,Making it Clear for OP,Kirkliston,EH29 9AG,312546,674680,29/11/2013,
2672,Making it Clear for OP,Kirkliston,EH29 9HA,312111,674736,29/11/2013,
2674,Making it Clear for OP,Clermiston,EH4 7BU,320014,674508,29/11/2013,
2675,Making it Clear for OP,Clermiston,EH4 7RZ,319495,674461,29/11/2013,
2676,Making it Clear for OP,South Edinburgh,EH4 2TG,321613,675428,29/11/2013,generic
2677,Making it Clear for OP,Blackhall,EH4 2UU,322211,674536,29/11/2013,
2678,Making it Clear for OP,North Edinburgh,EH4 2RU,322245,675220,29/11/2013,generic
2679,Making it Clear for OP,Silverknowes,EH4 5LL,320767,675894,29/11/2013,
2680,Making it Clear for OP,Clermiston,EH4 7QX,319075,674614,29/11/2013,
2681,Making it Clear for OP,Clermiston,EH4 7QX,319075,674614,29/11/2013,
2682,Making it Clear for OP,NN not supplied,EH6 8NZ,326797,675363,29/11/2013,
2683,Making it Clear for OP,Davidson's Mains,EH4 5BU,320602,675382,29/11/2013,
2684,Making it Clear for OP,Leith,EH6 6SA,327170,676324,29/11/2013,
2685,Making it Clear for OP,Leith,EH7 5LN,326702,675003,29/11/2013,
2686,Making it Clear for OP,Leith,EH6 8RQ,326817,675188,29/11/2013,
2687,Making it Clear for OP,Trinity,EH6 4TH,325384,676518,29/11/2013,
2688,Making it Clear for OP,East Edinburgh,EH15 3LS,330122,672592,29/11/2013,generic
2689,Making it Clear for OP,Duddingston,EH15 3LT,330040,672723,29/11/2013,
2690,Making it Clear for OP,Portobello/Duddingston,EH15 3RY,330866,672281,29/11/2013,
2692,Making it Clear for OP,South East Edinburgh,EH15 2HB,331547,673402,29/11/2013,generic
2693,Making it Clear for OP,East Edinburgh,EH15 3LS,330122,672592,29/11/2013,generic
2694,Making it Clear for OP,Leith,EH7 5HT,326422,674730,29/11/2013,
2695,Making it Clear for OP,Leith,EH6 8SL,326631,675042,29/11/2013,
2696,Making it Clear for OP,Colinton,EH13 0NR,321901,669114,29/11/2013,
2697,Making it Clear for OP,South Edinburgh,EH13 0AA,321963,668942,29/11/2013,generic
2700,Making it Clear for OP,South Edinburgh,EH16 4DY,329280,671572,29/11/2013,generic
2701,Making it Clear for OP,North Edinburgh,EH4 5EQ,320970,675204,29/11/2013,generic
2702,Making it Clear for OP,Barnton,EH4 6BD,318164,675169,29/11/2013,
2703,Making it Clear for OP,South Edinburgh,EH10 5EA,324319,671535,29/11/2013,generic
2704,Making it Clear for OP,Stockbridge,EH4 1HT,323773,674453,29/11/2013,
2705,Making it Clear for OP,Craighall Road,EH4 2JN,322985,674845,29/11/2013,street name?
2707,Making it Clear for OP,Leith,EH6 8SS,326780,675075,29/11/2013,
2708,Making it Clear for OP,Leith/Goldenacre,EH3 5RE,324797,675871,29/11/2013,
2709,Making it Clear for OP,Portobello,EH7 6TX,329659,674469,29/11/2013,
2710,Council Contact Centre,East Craigs,EH12 8XL,318658,674219,05/12/2013,
2711,Council Contact Centre,Blackhall,EH4 2BY,322261,674681,05/12/2013,
2712,Council Contact Centre,Corstorphine,EH12 7SY,319842,672690,05/12/2013,
2713,Council Contact Centre,Corstorphine,EH12 7SB,320129,672888,05/12/2013,
2717,Council Contact Centre,Corstorphine,EH12 5DH,323927,673584,05/12/2013,
2720,Council Contact Centre,Corstorphine,EH12 8XT,318798,673726,05/12/2013,
2722,Council Contact Centre,Corstorphine,EH12 7UL,319518,672780,05/12/2013,
2723,Council Contact Centre,Corstorphine,EH12 5YR,321405,672878,05/12/2013,
2724,Council Contact Centre,Corstorphine,EH12 6LB,320369,673266,05/12/2013,
2725,Council Contact Centre,Corstorphine,EH12 7UL,319518,672780,05/12/2013,
2726,Council Contact Centre,Corstorphine,EH12 7BE,320425,671959,05/12/2013,
2728,Council Contact Centre,Corstorphine,EH12 7TE,319460,672519,05/12/2013,
2729,Council Contact Centre,Corstorphine,EH12 6DA,320616,672861,05/12/2013,
2730,Council Contact Centre,Corstorphine,EH4 8HQ,318923,674421,05/12/2013,
2731,Council Contact Centre,Corstorphine,EH12 5YR,321405,672878,05/12/2013,
2732,Council Contact Centre,Corstorphine,EH12 7UL,319518,672780,05/12/2013,
2734,Council Contact Centre,Leith,EH7 4NJ,326049,674983,05/12/2013,
2735,Council Contact Centre,Leith,EH7 5GX,326793,674825,05/12/2013,
2736,Council Contact Centre,Leith,EH6 8SP,326720,675164,05/12/2013,
2737,Council Contact Centre,Leith,EH7 5HN,326480,674980,05/12/2013,
2738,Council Contact Centre,Leith,EH7 5QB,326971,674936,05/12/2013,
2739,Council Contact Centre,Leith,EH7 6EZ,328203,675053,05/12/2013,
2740,Council Contact Centre,Leith,EH6 6JF,326665,676666,05/12/2013,
2741,Council Contact Centre,Leith,EH7 4PF,326497,675091,05/12/2013,
2742,Council Contact Centre,Leith,EH6 7BX,327295,676636,05/12/2013,
2749,Council Contact Centre,Leith,EH6 8DW,326909,675413,05/12/2013,
2750,Council Contact Centre,Leith,EH6 8PD,326704,675344,05/12/2013,
2751,Council Contact Centre,Leith,EH6 8PE,326926,675506,05/12/2013,
2752,Council Contact Centre,Leith,EH6 8SS,326780,675075,05/12/2013,
2753,Council Contact Centre,Leith,EH7 5LX,326894,674956,05/12/2013,
2754,Council Contact Centre,Leith,EH6 4PL,326038,676509,05/12/2013,
2755,Council Contact Centre,Leith,EH6 8HL,327120,675796,05/12/2013,
2756,Council Contact Centre,Leith,EH7 4AT,326187,674834,05/12/2013,
2757,Council Contact Centre,Leith,EH6 8AW,327545,675716,05/12/2013,
2758,Council Contact Centre,Leith,EH6 7BD,327334,676312,05/12/2013,
2759,Council Contact Centre,Leith,EH6 7AE,327190,676168,05/12/2013,
2760,Council Contact Centre,Leith,EH6 8ET,327727,675414,05/12/2013,
2761,Council Contact Centre,Leith,EH6 6DF,326846,676293,05/12/2013,
2762,Council Contact Centre,Leith,EH6 8DS,327415,675672,05/12/2013,
2763,Council Contact Centre,Leith,EH6 7HD,327515,676264,05/12/2013,
2764,Council Contact Centre,Leith,EH6 4SZ,326379,676688,05/12/2013,
2765,Council Contact Centre,Leith,EH6 5EA,326770,675576,05/12/2013,
2766,Council Contact Centre,Leith,EH6 7JP,327611,676322,05/12/2013,
2767,Council Contact Centre,Leith,EH6 6EJ,326870,676488,05/12/2013,
2768,Council Contact Centre,Leith,EH6 5DG,326618,675427,05/12/2013,
2769,Council Contact Centre,Leith,EH7 5NH,326782,674710,05/12/2013,
2770,Council Contact Centre,Leith,EH6 7HF,327497,676262,05/12/2013,
2772,Council Contact Centre,Leith,EH7 5SU,327231,674434,05/12/2013,
